1	2	43.446475	16.927686	12.572652	0.910957	0.869998	0.691853	2.635915	3.000000	61.656495	4.514266	3.000000	14.772835	0.662307	4.000000	0.014954	0.889156	6.000000	0.059485	5.274740	2.000000	78.096859	2.114206	6.000000	22.865349	4.138747	5.000000	0.016442	3.866038	1.000000	0.019458	1.970404	1.000000	0.010541
2	2	4.483142	99.654360	20.934558	0.415753	0.829384	0.262517	3.665536	3.000000	67.331563	3.967467	4.000000	63.708528	2.707670	1.000000	0.040361	1.932211	2.000000	0.017697	0.292207	5.000000	53.447402	1.324890	5.000000	16.354505	4.252188	5.000000	0.088672	5.110650	6.000000	0.010001	1.807211	1.000000	0.012319
3	1	67.181240	70.281452	52.950320	0.745068	0.640672	0.391759	3.273533	6.000000	20.173064	5.660386	2.000000	40.149739	2.467881	2.000000	0.026292	4.180873	5.000000	0.014780	4.215318	1.000000	72.480563	0.829432	5.000000	86.108063	2.788398	3.000000	0.087148	4.630644	3.000000	0.019436	3.575603	5.000000	0.025303
4	1	73.655850	29.174823	10.438800	0.797010	0.453615	0.890063	0.686657	1.000000	97.818962	1.750240	6.000000	20.404448	0.453680	4.000000	0.022142	2.350282	5.000000	0.021649	2.901938	5.000000	68.949956	1.915569	5.000000	93.522188	1.961702	4.000000	0.025801	5.175032	3.000000	0.085727	0.840350	3.000000	0.027405
5	1	88.028209	75.118987	16.081412	0.494238	0.777120	0.240902	2.007978	6.000000	2.259324	3.424220	6.000000	11.257013	3.276767	4.000000	0.016761	6.208244	2.000000	0.011303	6.087644	4.000000	50.885412	1.844892	4.000000	11.338181	4.222616	4.000000	0.015833	3.924993	1.000000	0.267655	0.827168	2.000000	0.050627
6	1	63.135725	57.877588	68.196669	0.258624	0.475275	0.332912	0.876106	5.000000	53.526951	4.366815	6.000000	34.651559	1.013545	3.000000	0.013654	1.556851	5.000000	0.081086	2.516881	6.000000	97.132119	2.488433	3.000000	14.985454	0.474675	2.000000	0.013370	5.525992	6.000000	0.018608	0.073072	3.000000	0.015712
7	1	14.045520	93.374860	80.057157	0.685942	0.512952	0.627414	5.360765	1.000000	78.406949	3.345333	5.000000	74.504216	3.722426	2.000000	0.010346	2.234779	3.000000	0.966881	0.142639	1.000000	39.678854	1.876540	2.000000	22.174047	4.521545	1.000000	0.021466	5.451906	4.000000	0.018431	3.017158	4.000000	0.011285
8	1	45.160846	22.030510	32.632945	0.198176	0.181642	0.608852	0.571719	6.000000	49.954317	1.329331	5.000000	17.466220	2.972240	1.000000	0.042474	0.992020	4.000000	0.015232	5.260767	6.000000	68.993793	2.640807	3.000000	59.990975	3.443673	2.000000	0.016688	1.550567	1.000000	0.036785	2.996385	1.000000	0.011211
9	2	3.352382	44.326466	62.135609	0.887569	0.791209	0.177215	3.417013	6.000000	93.223628	2.462077	4.000000	1.856689	3.782875	2.000000	0.021870	2.898936	1.000000	0.015441	5.077546	5.000000	87.791961	0.558899	5.000000	63.485142	4.781175	2.000000	0.011142	5.949731	2.000000	0.039853	1.224659	6.000000	0.013167
10	10	67.593257	35.150181	84.639864	0.332141	0.972948	0.317685	2.982937	2.000000	59.393542	4.247589	2.000000	71.558069	2.072198	1.000000	0.017694	0.557766	3.000000	0.053260	1.711604	6.000000	31.824017	0.418671	2.000000	70.441029	0.614324	2.000000	0.011177	3.172153	6.000000	0.013169	2.577197	5.000000	0.015486
11	1	17.062918	91.697239	47.816903	0.612404	0.785167	0.411034	5.044539	6.000000	32.686232	2.335122	5.000000	61.366353	2.915144	1.000000	0.014475	4.102425	6.000000	0.014828	2.154871	5.000000	76.699262	1.567123	2.000000	20.395177	5.954063	4.000000	0.012809	5.778029	5.000000	0.022844	2.556191	2.000000	0.028575
12	10	39.199910	73.428992	98.930536	0.527709	0.698784	0.859810	1.624958	5.000000	49.172620	1.853050	4.000000	83.884830	1.898293	3.000000	0.010739	1.394538	3.000000	0.020328	1.521645	6.000000	23.862745	0.270621	3.000000	29.374977	1.234607	2.000000	0.011270	5.205531	6.000000	0.046843	1.946350	3.000000	0.017374
13	1	90.475910	73.716793	9.327352	0.739927	0.808668	0.844186	2.273324	6.000000	14.200016	2.151594	1.000000	99.667047	2.134354	1.000000	0.020801	0.795484	4.000000	0.012478	2.656978	6.000000	11.638234	3.569354	2.000000	29.801014	4.587440	2.000000	0.047338	5.031923	5.000000	0.015369	0.907905	3.000000	0.012482
14	4	43.841126	92.718332	16.590029	0.265874	0.449558	0.657926	2.278667	3.000000	63.835666	2.791450	3.000000	17.133775	3.413392	6.000000	0.023532	1.142149	4.000000	0.024130	2.092163	3.000000	81.765519	2.922310	4.000000	9.911170	4.480557	5.000000	0.012393	0.095881	5.000000	0.014342	2.427443	1.000000	0.019149
15	2	4.848720	61.407727	10.574758	0.178645	0.422064	0.999802	2.611142	4.000000	71.247670	5.278637	6.000000	59.688489	2.779802	2.000000	0.155645	0.701704	4.000000	0.202593	0.262994	5.000000	13.415761	0.387964	6.000000	76.991153	5.969846	2.000000	0.045890	2.662403	6.000000	0.038074	2.537306	2.000000	0.022779
16	1	1.864031	58.803983	41.799257	0.321425	0.953410	0.708501	4.803515	6.000000	58.820389	5.444379	4.000000	73.956005	1.813438	2.000000	0.035580	3.362464	3.000000	0.031040	3.109472	6.000000	46.874992	2.704742	2.000000	44.113766	5.605786	1.000000	0.024094	5.315150	3.000000	0.026835	2.357402	3.000000	0.053509
17	10	91.547664	25.318872	85.088358	0.932169	0.247691	0.816063	2.203892	6.000000	85.942694	4.185302	4.000000	44.335741	1.700366	3.000000	0.506414	1.851915	5.000000	0.010121	5.783263	2.000000	17.260626	0.556347	6.000000	23.149325	0.824056	5.000000	0.017183	4.158148	3.000000	0.017479	3.498197	1.000000	0.012580
18	4	86.997762	39.288361	63.312328	0.301881	0.388080	0.474899	5.729509	2.000000	68.842367	3.568529	1.000000	54.610227	2.237518	6.000000	0.010806	3.227790	5.000000	0.015829	4.781466	4.000000	72.214652	1.256804	5.000000	35.969968	1.932820	5.000000	0.012092	0.251264	6.000000	0.013600	0.068535	4.000000	0.033794
19	1	95.832361	29.168310	82.243593	0.229784	0.420670	0.573629	3.535760	6.000000	4.727696	4.827283	3.000000	58.037356	0.413007	5.000000	0.031252	2.833811	6.000000	0.146588	3.673598	2.000000	86.870324	2.788123	6.000000	65.718747	5.490636	5.000000	0.012963	4.301095	3.000000	0.010564	1.723428	4.000000	0.030490
20	10	16.791518	30.883207	76.661679	0.105017	0.181508	0.679624	2.789667	3.000000	12.249462	4.129387	5.000000	85.982759	3.312408	3.000000	0.024625	1.946250	4.000000	0.011872	2.228643	5.000000	84.339843	0.572212	5.000000	36.860682	5.259881	1.000000	0.010376	0.535494	2.000000	0.013660	1.703646	6.000000	0.020778
21	10	5.253190	15.251152	9.941919	0.191071	0.295854	0.721914	1.742022	2.000000	19.274416	4.820410	5.000000	49.905725	3.708480	4.000000	0.030601	4.322896	4.000000	0.013164	0.967492	3.000000	59.270023	1.019108	5.000000	47.033012	3.031471	5.000000	0.013424	5.862397	1.000000	0.068687	1.751565	2.000000	0.131604
22	1	32.909456	48.771004	74.919285	0.761179	0.265601	0.380652	5.727331	1.000000	46.735437	0.998005	1.000000	43.641522	3.621521	1.000000	0.012268	0.224692	6.000000	0.015467	4.658304	2.000000	82.357210	3.053836	6.000000	28.610027	3.286301	5.000000	0.010558	2.952216	2.000000	0.011063	3.566716	2.000000	0.011686
23	1	22.084783	30.157576	80.064739	0.676986	0.904903	0.193617	5.248211	2.000000	44.586964	5.251191	2.000000	7.082427	3.529485	3.000000	0.079254	3.375565	1.000000	0.033872	1.813915	1.000000	38.637615	1.715944	6.000000	62.854510	2.401894	4.000000	0.046816	1.812908	4.000000	0.012467	1.732606	2.000000	0.014211
24	1	21.054241	55.053288	64.065544	0.347893	0.819127	0.617123	4.075496	3.000000	51.932472	2.202220	5.000000	83.481849	1.004498	3.000000	0.017316	0.358640	2.000000	0.017194	1.750935	6.000000	86.660159	3.194988	2.000000	56.062882	3.477169	6.000000	0.019144	2.487999	1.000000	0.010010	1.276222	2.000000	0.016980
25	2	20.166177	68.486751	50.869716	0.202892	0.791176	0.205498	0.684138	3.000000	85.627433	3.475867	4.000000	80.105375	1.033257	6.000000	0.013315	5.764047	1.000000	0.025330	1.076889	6.000000	12.817948	2.349241	2.000000	50.917337	1.223642	3.000000	0.094643	0.649311	4.000000	0.282467	3.056283	4.000000	0.033603
26	2	72.311113	20.995570	78.401337	0.840451	0.268120	0.126910	6.179430	2.000000	38.198591	1.833680	5.000000	3.156723	3.525107	4.000000	0.012509	0.557153	6.000000	0.012792	5.428238	6.000000	64.277612	0.980519	1.000000	54.689451	0.518384	5.000000	0.020305	1.710196	6.000000	0.021011	2.841264	4.000000	0.014276
27	1	60.687450	30.928014	1.278190	0.950911	0.547682	0.599384	0.635689	4.000000	74.550764	2.654467	6.000000	98.165204	1.006794	6.000000	0.010948	1.562801	1.000000	0.014393	0.278849	2.000000	20.231904	2.795776	5.000000	84.642195	1.098633	4.000000	0.086479	3.863261	2.000000	0.089302	0.298985	6.000000	0.010108
28	1	10.131306	72.107984	85.544991	0.507126	0.419103	0.557905	0.431645	5.000000	91.347069	3.876715	2.000000	85.531885	2.701790	2.000000	0.011805	3.434632	4.000000	0.012243	5.245585	1.000000	17.314706	0.925120	1.000000	22.199815	5.977639	4.000000	0.472435	4.677006	3.000000	0.010891	0.905861	6.000000	0.010760
29	1	88.443738	31.635170	2.199316	0.439512	0.326160	0.214354	3.006414	3.000000	89.613073	1.255335	2.000000	31.906092	3.553407	4.000000	0.010959	0.831774	2.000000	0.011056	0.456712	3.000000	43.038314	1.888031	3.000000	23.901327	2.154019	5.000000	0.015261	3.000985	3.000000	0.010247	3.581014	1.000000	0.018468
