1	2	43.884842	35.921694	91.559532	0.916624	0.903184	0.536701	16.957131	6.000000	41.518688	7.942300	3.000000	0.374807	13.064327	3.000000	20.772748	0.984940	3.000000	0.012365	17.247537	2.000000	0.017195	3.705140	3.000000	0.022211	0.914530	2.000000	10.609212
2	2	11.550676	94.445535	84.109996	0.138907	0.710846	0.496849	14.494508	6.000000	79.016520	3.589923	3.000000	0.019170	12.119224	1.000000	38.129104	3.686003	2.000000	0.017218	8.874300	3.000000	0.017124	5.267389	1.000000	0.036895	1.711492	4.000000	10.719266
3	3	90.681581	73.684968	18.913756	0.627443	0.728515	0.809143	13.919579	3.000000	89.235998	16.300586	6.000000	0.011271	16.181910	6.000000	99.129587	1.261772	3.000000	0.017470	14.162741	5.000000	0.022563	9.161180	6.000000	0.070865	3.226940	4.000000	94.789790
4	2	93.425367	74.851692	88.781192	0.377697	0.595046	0.999029	7.165247	4.000000	54.210259	15.928840	3.000000	0.013227	10.847763	3.000000	54.033690	2.388766	6.000000	0.039385	6.837824	6.000000	0.010416	17.862399	5.000000	0.011379	3.021973	1.000000	19.995239
5	2	31.276309	60.217752	31.446752	0.419228	0.732008	0.402086	2.960309	2.000000	5.134716	12.799954	3.000000	0.013938	18.018292	4.000000	16.808027	4.497220	5.000000	0.023643	16.354647	1.000000	0.011189	9.077107	3.000000	0.063252	2.872269	1.000000	47.500325
6	1	34.620467	14.679290	4.045970	0.940859	0.613183	0.169328	5.027234	6.000000	29.865641	1.150812	4.000000	0.011506	1.427294	2.000000	48.762078	3.094815	6.000000	0.609848	5.343524	5.000000	0.010132	17.161213	3.000000	0.012017	0.466226	1.000000	44.874099
7	2	50.476081	60.824825	48.434700	0.743093	0.685991	0.527538	2.284729	6.000000	44.810866	2.553555	3.000000	0.035705	7.545109	4.000000	69.941299	4.408595	3.000000	0.087879	10.782541	6.000000	0.074580	1.915451	5.000000	0.026157	2.267987	5.000000	58.095499
8	2	12.807170	6.962430	78.882884	0.350726	0.253084	0.194418	6.919224	4.000000	5.937818	11.470165	4.000000	0.015275	2.613223	1.000000	16.584882	3.888493	3.000000	0.010019	2.150189	5.000000	0.012621	9.079942	3.000000	0.010211	0.897363	1.000000	80.148563
9	1	66.897331	78.000482	99.648999	0.877318	0.449617	0.916361	3.771807	2.000000	14.997428	16.484003	2.000000	0.024544	4.281580	3.000000	41.116649	1.863300	4.000000	0.042625	17.654232	6.000000	0.019423	7.450882	6.000000	0.019642	1.485536	4.000000	16.193483
10	2	96.054366	48.669874	72.642542	0.565466	0.703285	0.769621	8.298141	2.000000	80.854937	7.305785	5.000000	0.063259	15.344689	4.000000	4.099555	1.407855	6.000000	0.021756	10.700761	6.000000	0.016331	14.855268	6.000000	0.021645	1.709965	3.000000	19.608059
11	1	28.119852	12.936783	44.749132	0.994961	0.736800	0.123716	14.581302	2.000000	13.035322	9.289258	1.000000	0.013510	3.965553	4.000000	58.956263	1.032813	1.000000	0.016519	9.873347	5.000000	0.133096	11.124638	3.000000	0.017627	2.816081	6.000000	42.634229
12	2	81.229606	25.999924	52.103348	0.274247	0.263553	0.310226	12.281495	5.000000	71.718399	5.504701	2.000000	0.011105	6.050085	4.000000	31.156917	2.708386	3.000000	0.054484	5.258908	1.000000	0.012730	3.439277	1.000000	0.029738	0.164047	4.000000	92.890076
13	2	73.966602	68.709288	22.958612	0.653049	0.879907	0.702065	15.528140	5.000000	8.706365	8.501902	1.000000	0.047640	13.769129	4.000000	32.821429	0.444530	3.000000	0.013640	14.789102	6.000000	0.011266	8.141549	5.000000	0.310461	3.403340	5.000000	8.860873
14	2	16.594475	74.611541	25.356437	0.987498	0.541794	0.457617	6.895470	4.000000	98.945735	12.907252	4.000000	0.029347	3.129235	2.000000	64.026205	1.063782	2.000000	0.019762	8.325098	2.000000	0.035512	3.538968	3.000000	0.058542	1.241059	1.000000	64.965893
15	2	92.282736	10.419869	18.820591	0.849520	0.686044	0.683358	9.548227	1.000000	52.548210	11.199053	6.000000	0.019105	14.975193	4.000000	81.878160	1.759978	3.000000	0.018117	2.876229	1.000000	0.012175	12.931904	5.000000	0.018627	4.245210	6.000000	71.405647
16	1	56.563632	68.278696	30.829532	0.881872	0.133190	0.289160	13.499483	1.000000	77.000385	4.449010	4.000000	0.010803	8.632620	1.000000	65.315494	2.457352	1.000000	0.010714	4.646084	1.000000	0.020640	15.346856	2.000000	0.025627	3.303958	2.000000	64.384947
17	2	60.680864	16.940796	70.104938	0.546850	0.430214	0.687155	8.074906	6.000000	47.197350	12.352448	2.000000	0.010744	7.393498	6.000000	14.815736	0.430220	3.000000	0.027108	2.542234	2.000000	0.028989	4.760650	1.000000	0.012626	3.323930	4.000000	62.339273
18	2	19.521260	42.074442	67.513372	0.874884	0.745386	0.931359	15.949041	4.000000	31.844464	10.641890	5.000000	0.878287	9.530043	4.000000	37.907168	4.143754	2.000000	0.213346	2.811706	1.000000	0.011843	7.863050	1.000000	0.012699	1.523814	4.000000	31.724834
19	1	95.288823	12.212763	60.581191	0.463602	0.488258	0.439946	2.305076	5.000000	83.165285	5.685560	6.000000	0.029291	11.869910	2.000000	44.309658	1.539892	5.000000	0.034239	11.773383	4.000000	0.045250	17.439006	4.000000	0.013036	2.984506	4.000000	43.999278
20	2	68.404055	72.517996	67.013907	0.410602	0.565267	0.496101	16.857487	5.000000	36.280520	1.839670	1.000000	0.025659	3.050351	5.000000	7.797731	3.691819	5.000000	0.018514	5.729442	5.000000	0.036279	5.351848	4.000000	0.042033	2.365655	2.000000	39.375907
21	1	72.424709	65.961399	72.632367	0.155149	0.925377	0.723694	17.324426	1.000000	1.299197	0.331874	6.000000	0.012728	0.897638	1.000000	61.628573	2.919912	2.000000	0.029010	8.866612	3.000000	0.014085	1.972754	6.000000	0.010839	1.731640	2.000000	56.718595
22	1	85.131373	14.659281	50.132272	0.827885	0.264440	0.995805	3.231147	2.000000	92.508759	0.926784	3.000000	0.010705	11.326605	6.000000	95.508580	3.345641	5.000000	0.011971	11.852220	4.000000	0.019833	15.944965	4.000000	0.011852	0.240525	4.000000	96.138267
23	2	83.838209	24.890260	11.398343	0.345800	0.461216	0.781553	7.545602	6.000000	36.457182	6.090501	1.000000	0.010122	4.940171	2.000000	17.249742	0.680092	4.000000	0.013578	11.034229	2.000000	0.011037	2.283391	3.000000	0.041966	1.000151	1.000000	11.369986
24	1	69.903883	33.422128	52.634600	0.644597	0.858258	0.700587	7.425867	4.000000	11.285985	7.367084	1.000000	0.019949	1.760771	2.000000	30.496065	0.155270	5.000000	0.043166	17.321277	1.000000	0.027150	15.836367	5.000000	0.013928	2.166350	3.000000	7.743916
25	2	79.471434	13.609815	8.962404	0.859066	0.358738	0.189745	8.990123	4.000000	21.780606	13.838942	2.000000	0.015771	4.575580	2.000000	49.652201	0.708421	1.000000	0.077850	10.284028	1.000000	0.010952	9.387068	1.000000	0.011456	3.886860	3.000000	67.745025
26	2	96.906796	88.433189	63.848468	0.643739	0.820763	0.795799	16.270797	2.000000	62.788587	6.774602	3.000000	0.078246	16.279236	6.000000	80.278087	4.346978	1.000000	0.014053	3.212382	1.000000	0.027766	13.913529	3.000000	0.014944	4.238132	4.000000	70.756162
27	1	88.718841	76.673515	25.009880	0.379667	0.196936	0.526544	6.721682	5.000000	52.419733	7.511097	2.000000	0.011469	18.452751	6.000000	46.392574	3.904661	3.000000	0.252199	15.670699	4.000000	0.039138	2.766460	6.000000	0.048587	1.698873	6.000000	63.249102
28	2	48.721809	48.693183	69.578468	0.286691	0.249242	0.813830	13.253636	2.000000	81.825841	15.858801	4.000000	0.175563	15.517975	6.000000	46.223370	0.387338	4.000000	0.016457	16.077810	1.000000	0.507159	14.343745	4.000000	0.057331	0.449133	3.000000	85.756020
29	2	64.235838	99.287935	26.184701	0.214800	0.393331	0.173854	12.639491	2.000000	97.244040	1.001292	2.000000	0.013986	7.128479	2.000000	80.514390	3.943477	2.000000	0.016341	2.030244	6.000000	0.014988	9.704128	1.000000	0.035713	3.755960	1.000000	14.922924
30	2	15.185552	89.907842	47.800437	0.447814	0.960031	0.480166	1.771867	6.000000	80.183948	11.817217	3.000000	0.012643	16.392346	5.000000	93.887723	3.908770	6.000000	0.073457	6.414962	5.000000	0.066852	6.621719	2.000000	0.025792	3.403457	1.000000	55.768916
31	2	62.527631	49.377251	25.970507	0.388832	0.544711	0.647224	3.997938	1.000000	40.422751	10.377298	4.000000	0.018359	1.107512	5.000000	83.308189	0.559490	1.000000	0.055716	14.605145	6.000000	0.017788	14.214890	2.000000	0.015738	0.596035	6.000000	42.687725
32	2	69.113093	86.991451	49.622505	0.925231	0.820548	0.328941	14.739109	2.000000	22.270367	0.500056	4.000000	0.025606	15.805594	4.000000	5.754556	0.140352	3.000000	0.024026	0.320619	3.000000	0.011967	4.495310	2.000000	0.013736	2.482169	2.000000	80.324518
33	1	12.982780	43.574794	68.230468	0.977278	0.942142	0.127934	10.699380	6.000000	10.651954	17.126361	3.000000	0.013625	2.393444	1.000000	6.802625	2.415161	5.000000	0.057242	5.852168	3.000000	0.278925	14.273563	3.000000	0.011307	3.710482	4.000000	23.173814
34	2	41.508654	54.249767	21.885378	0.484153	0.600578	0.247328	13.780580	6.000000	94.878129	8.599662	1.000000	0.038068	1.775891	3.000000	88.056203	3.577138	3.000000	0.095824	6.799913	5.000000	0.017882	7.850550	5.000000	0.032613	1.246924	1.000000	88.704631
35	2	74.596608	47.305852	57.044863	0.732923	0.557157	0.803795	12.402859	1.000000	40.460740	8.941909	6.000000	0.010549	11.995025	3.000000	37.145700	4.361468	6.000000	0.013332	13.187479	3.000000	0.052802	9.499854	3.000000	0.070874	3.073390	6.000000	19.581697
36	1	76.227146	62.041831	1.753125	0.590934	0.621043	0.360183	4.269721	1.000000	9.029215	13.639637	4.000000	0.013529	1.128643	3.000000	82.832974	4.547476	1.000000	0.116644	13.702155	4.000000	0.012104	10.629155	2.000000	0.207907	3.190144	4.000000	88.726518
37	2	99.328445	35.538991	10.334532	0.663632	0.768493	0.723183	10.616639	5.000000	47.828500	6.576390	5.000000	0.017534	13.244198	4.000000	42.585933	0.804851	5.000000	0.010254	11.303707	2.000000	0.039061	14.338592	5.000000	0.034844	3.948076	2.000000	45.579668
38	1	58.743481	11.317437	83.071304	0.557315	0.194317	0.747146	5.581174	1.000000	83.104367	1.914181	6.000000	0.048702	14.376893	3.000000	27.122931	3.824641	6.000000	0.013858	14.632225	6.000000	0.017359	4.268779	3.000000	0.289208	1.586213	3.000000	27.897811
39	1	22.295300	71.271383	86.377656	0.569305	0.497125	0.934791	16.869240	6.000000	94.811660	2.740069	5.000000	0.011008	9.111133	6.000000	33.514135	4.182374	5.000000	0.011126	13.433485	4.000000	0.027365	6.072218	1.000000	0.017393	1.393056	3.000000	56.294914
40	2	63.897652	46.178294	49.344454	0.796591	0.516961	0.231829	12.090703	2.000000	31.082397	7.887915	5.000000	0.031463	9.288770	1.000000	1.517914	0.350474	6.000000	0.047117	7.151961	4.000000	0.017173	12.812033	4.000000	0.016155	0.865910	5.000000	29.102777
41	1	27.268547	98.107374	11.653701	0.371317	0.164291	0.290215	1.927471	4.000000	21.768586	15.945170	1.000000	0.076991	10.618258	2.000000	14.570613	4.418812	2.000000	0.019236	4.047492	4.000000	0.016330	10.602194	1.000000	0.095584	0.732731	2.000000	2.137619
42	3	26.286225	90.694373	55.777735	0.373571	0.652645	0.715404	14.346579	6.000000	34.781298	15.313526	6.000000	0.017790	17.474083	5.000000	43.590464	4.395647	4.000000	0.011205	0.234508	6.000000	0.015693	3.441343	6.000000	0.010901	0.580153	2.000000	59.765567
43	2	99.308988	35.219633	69.220366	0.401195	0.321053	0.496715	5.996505	5.000000	46.391233	16.656234	3.000000	0.042089	13.345975	1.000000	2.849431	1.475502	2.000000	0.013730	2.067183	4.000000	0.041971	3.872566	1.000000	0.010243	1.869479	3.000000	74.374868
44	2	62.673104	37.722218	58.938346	0.208236	0.741365	0.168438	6.265112	6.000000	56.573633	4.160661	1.000000	0.021799	1.381016	6.000000	78.965026	2.694067	6.000000	0.012063	16.388263	5.000000	0.020350	2.638091	2.000000	0.026160	1.873540	3.000000	31.779665
45	2	87.355698	38.726852	83.143106	0.314474	0.570643	0.233284	15.127754	3.000000	50.024671	18.293982	1.000000	0.010626	8.381864	2.000000	22.594244	0.689927	3.000000	0.031917	10.855185	3.000000	0.123596	17.210082	5.000000	0.013255	0.204211	3.000000	92.068378
46	1	95.296911	13.034183	62.507200	0.523786	0.708181	0.508059	17.869230	5.000000	30.592628	2.021696	4.000000	0.012286	5.827602	3.000000	75.192071	1.580446	6.000000	0.011937	7.970445	2.000000	0.010936	17.856494	5.000000	0.021160	0.955515	2.000000	9.050948
47	1	32.557144	98.869071	18.774903	0.654870	0.589821	0.399298	5.743065	1.000000	70.326440	17.419724	3.000000	0.976934	15.489138	4.000000	11.211160	3.804856	3.000000	0.028675	8.519659	1.000000	0.011552	4.145647	5.000000	0.014058	1.790425	2.000000	87.165631
48	2	37.206969	59.983979	42.638038	0.292120	0.765594	0.237168	6.446334	6.000000	11.274102	18.504213	5.000000	0.017434	2.709943	6.000000	80.473507	1.175655	2.000000	0.030158	17.731223	6.000000	0.023314	5.865102	4.000000	0.049455	4.485315	4.000000	96.712309
49	2	98.501701	75.454973	47.821597	0.270823	0.515434	0.592267	3.632906	4.000000	28.157739	6.465648	5.000000	0.010669	11.834668	4.000000	41.879052	0.438335	2.000000	0.066556	5.994530	3.000000	0.024192	17.886261	1.000000	0.017287	3.653440	5.000000	66.379196
50	2	97.619978	75.910406	73.121583	0.347854	0.724987	0.726319	9.473043	2.000000	94.961796	4.527090	5.000000	0.013777	5.685412	5.000000	28.884891	3.891385	3.000000	0.020647	13.533630	4.000000	0.012472	9.226096	2.000000	0.010065	2.235101	3.000000	75.758286
51	2	74.100981	45.959983	15.057357	0.829165	0.866528	0.648598	14.632371	5.000000	58.779960	6.256768	2.000000	0.018901	8.035247	6.000000	57.872975	2.774676	6.000000	0.014052	13.033921	1.000000	0.010134	6.630027	5.000000	0.019191	0.084901	4.000000	61.963645
52	1	55.769796	69.299053	59.945693	0.977606	0.980156	0.725022	13.154484	6.000000	38.101453	3.736615	6.000000	0.013637	16.368181	5.000000	72.503571	1.005947	1.000000	0.013946	4.008784	2.000000	0.042920	11.933636	6.000000	0.016574	1.965380	6.000000	99.975699
