1	2	8.199014	79.268785	9.668185	0.519103	0.790591	0.580078	3.510582	4.000000	51.363172	43.551800	5.000000	0.100784	16.911463	2.000000	78.711702	2.543225	5.000000	45.992637	53.119311	4.000000	0.084769
2	2	65.696415	19.794167	56.795808	0.634812	0.110879	0.401685	3.265024	4.000000	60.423420	44.760543	3.000000	0.042093	13.830104	1.000000	12.153320	5.764596	6.000000	25.686600	39.426968	4.000000	0.089958
3	1	9.650270	17.482540	21.123342	0.384292	0.160968	0.156254	4.892028	5.000000	48.572386	62.966552	4.000000	0.076869	34.480581	1.000000	41.342891	4.905311	5.000000	74.340083	63.398014	5.000000	0.011627
4	1	67.372178	39.239162	70.173544	0.298355	0.986850	0.122055	3.075020	4.000000	62.847832	46.138507	2.000000	0.050209	44.505721	2.000000	34.559982	1.023782	1.000000	44.927693	48.587049	1.000000	0.012846
5	1	38.911971	57.642655	61.291044	0.560792	0.268995	0.754338	1.828800	4.000000	17.096388	37.207323	6.000000	0.011198	47.861809	6.000000	97.849094	5.986484	6.000000	98.772005	67.973890	1.000000	0.014012
6	1	2.369365	78.400381	28.841079	0.799498	0.171350	0.673813	3.140283	1.000000	65.783534	23.325468	1.000000	0.010065	22.835036	6.000000	53.233811	4.095296	3.000000	43.331684	44.274043	6.000000	0.010171
7	1	76.682553	15.990049	50.962809	0.925105	0.456206	0.395460	5.458124	1.000000	49.534502	17.020988	5.000000	0.018828	35.961019	5.000000	9.699879	0.506251	1.000000	33.811620	16.959502	6.000000	0.012901
8	1	24.198186	77.359252	46.508612	0.739015	0.285285	0.419025	4.075970	5.000000	98.289844	45.548809	6.000000	0.010413	6.479825	5.000000	69.009519	0.884372	3.000000	13.619748	41.895215	5.000000	0.159242
9	1	3.290976	63.900772	38.680067	0.430381	0.238505	0.189029	0.344941	3.000000	45.606137	39.989947	6.000000	0.020401	9.176624	4.000000	12.169747	2.117640	1.000000	38.879896	27.153407	6.000000	0.013638
10	1	20.436629	10.801873	38.257055	0.897986	0.905800	0.169744	2.333178	6.000000	35.050530	14.957757	2.000000	0.044278	39.979341	2.000000	57.491962	5.829643	4.000000	49.678317	22.153865	1.000000	0.010046
