1	1	79.522702	22.355319	77.502529	0.530378	0.539671	0.234175	3.035160	6.000000	0.035694	1.285721	1.000000	0.014773	13.825903	6.000000	0.035400	0.455097	1.000000	0.086675	0.864672	3.000000	0.042572	14.060822	5.000000	0.209208	1.183008	4.000000	0.011534	12.467933	5.000000	9.298782
2	2	30.482007	56.182218	58.367383	0.965759	0.702209	0.335777	1.210489	1.000000	0.013328	3.123227	3.000000	0.018814	1.879709	6.000000	0.010201	2.595226	4.000000	0.023514	1.874605	5.000000	0.044750	13.242455	5.000000	0.053633	3.728409	3.000000	0.047333	8.004722	6.000000	61.675359
3	1	65.849782	24.838991	62.575189	0.926447	0.843854	0.708985	1.504523	5.000000	0.016767	3.712834	3.000000	0.012405	13.503996	1.000000	0.022010	3.959794	4.000000	0.011230	3.115915	4.000000	0.149191	15.271224	2.000000	0.020461	3.008336	5.000000	0.011165	6.009931	1.000000	68.984417
4	1	46.941385	23.463953	63.918400	0.141815	0.744024	0.927852	3.786445	6.000000	0.051429	1.701603	2.000000	0.013462	4.976717	2.000000	0.050945	3.564176	5.000000	0.011575	2.142684	5.000000	0.012551	12.628100	6.000000	0.016417	2.321171	5.000000	0.010148	16.653986	1.000000	94.117966
5	2	19.210690	50.278182	35.371494	0.817281	0.159696	0.230824	2.185406	3.000000	0.041848	0.048681	3.000000	0.025285	18.642367	3.000000	0.014820	0.835457	6.000000	0.598497	0.867439	2.000000	0.029090	9.666454	6.000000	0.010211	3.426743	4.000000	0.011082	10.282115	5.000000	55.324199
6	2	97.342425	80.480555	61.006934	0.392050	0.379675	0.167696	1.607162	4.000000	0.059507	1.676459	3.000000	0.010722	15.106400	4.000000	0.059132	2.782205	1.000000	0.029685	2.132549	6.000000	0.029336	6.065565	5.000000	0.034407	1.518492	4.000000	0.016622	18.432792	2.000000	59.021306
7	2	40.690535	41.119261	65.354072	0.507716	0.771874	0.195626	3.218846	2.000000	0.015757	0.986991	6.000000	0.012321	3.172197	1.000000	0.012055	1.361773	4.000000	0.017463	0.443784	5.000000	0.014806	8.110451	5.000000	0.020287	3.060920	3.000000	0.056874	13.749977	3.000000	77.674219
8	2	14.686819	66.258556	96.870793	0.836234	0.647554	0.950308	3.186701	2.000000	0.234414	3.824712	5.000000	0.035346	12.827266	1.000000	0.024406	1.246911	2.000000	0.015865	0.509595	1.000000	0.046625	18.012606	6.000000	0.015698	0.906915	5.000000	0.698753	13.289290	4.000000	99.672020
9	2	1.841312	84.555782	36.827413	0.590633	0.398286	0.982039	2.853983	2.000000	0.017727	2.347914	2.000000	0.011342	11.621397	4.000000	0.214822	2.086557	6.000000	0.043267	1.756866	5.000000	0.016793	17.623445	2.000000	0.017083	1.995198	3.000000	0.112930	10.363299	6.000000	79.745989
10	1	89.754459	3.788545	31.579271	0.888094	0.284086	0.534489	0.160887	4.000000	0.011581	1.128627	4.000000	0.027147	11.663367	2.000000	0.302922	0.937905	3.000000	0.013727	0.546764	4.000000	0.026027	10.420217	6.000000	0.136258	1.489946	5.000000	0.013313	7.202896	2.000000	64.119326
11	2	26.288673	96.182234	86.148931	0.328404	0.992349	0.875687	3.793709	1.000000	0.017193	0.403200	1.000000	0.033532	15.060500	6.000000	0.015102	1.493070	4.000000	0.011085	2.622425	1.000000	0.018016	17.577267	3.000000	0.024603	3.077847	3.000000	0.350303	12.807925	3.000000	34.089473
12	1	10.770108	89.541239	67.078062	0.243205	0.776997	0.115115	3.600755	1.000000	0.011859	3.992764	1.000000	0.013566	11.978878	1.000000	0.061893	1.011840	1.000000	0.071940	1.001242	2.000000	0.018059	8.184712	3.000000	0.029304	1.711733	3.000000	0.010556	12.929933	2.000000	91.880822
13	1	27.212401	86.694604	51.286690	0.503446	0.958546	0.487822	2.682689	6.000000	0.011247	1.869597	4.000000	0.016573	14.580610	2.000000	0.022978	2.110515	5.000000	0.050899	2.523830	5.000000	0.010796	4.714093	6.000000	0.011947	2.704285	3.000000	0.023103	2.016440	3.000000	26.570517
14	1	3.913072	93.238547	26.413772	0.237306	0.902005	0.983089	1.037474	3.000000	0.096274	1.022082	1.000000	0.033147	17.530618	1.000000	0.010424	3.630848	4.000000	0.017140	1.029428	4.000000	0.159782	0.622046	2.000000	0.099632	3.121951	6.000000	0.089114	10.894343	1.000000	95.276344
15	2	86.368990	70.763894	47.016201	0.763272	0.399479	0.793439	1.593927	5.000000	0.033925	2.547118	1.000000	0.121519	0.628784	6.000000	0.049283	1.333340	2.000000	0.010591	3.711673	3.000000	0.025865	15.927005	1.000000	0.013472	1.816044	1.000000	0.024326	4.748528	6.000000	91.129757
16	1	59.196558	60.437047	32.649633	0.195092	0.516415	0.637674	0.126218	3.000000	0.012215	1.158247	4.000000	0.107991	18.076727	1.000000	0.081320	0.597561	2.000000	0.013458	0.683364	6.000000	0.068079	17.965969	1.000000	0.044039	1.397195	2.000000	0.014427	6.490388	1.000000	68.976488
17	1	79.778202	5.345046	21.497506	0.334826	0.870537	0.988912	0.681452	4.000000	0.010206	0.245061	6.000000	0.040589	7.722366	5.000000	0.018871	0.811348	4.000000	0.038059	3.382861	5.000000	0.083055	3.375696	5.000000	0.012814	0.203030	6.000000	0.050335	14.310632	3.000000	83.968465
18	2	15.128966	44.218041	19.610170	0.461225	0.928554	0.608463	3.177024	4.000000	0.013637	0.918105	6.000000	0.036143	3.928339	5.000000	0.021066	0.101314	2.000000	0.028393	2.247974	2.000000	0.011930	2.064193	4.000000	0.058796	1.999813	2.000000	0.010280	5.546280	4.000000	37.963460
19	1	77.592232	28.262726	4.051805	0.580898	0.789002	0.691570	3.899485	6.000000	0.011532	3.213111	4.000000	0.177998	16.940824	6.000000	0.010394	0.946170	4.000000	0.027647	3.851428	3.000000	0.023115	0.585222	5.000000	0.026868	0.603234	4.000000	0.011650	9.789485	5.000000	20.523180
20	2	33.480990	43.413387	67.670241	0.635178	0.399936	0.762602	0.340028	4.000000	0.128581	1.725331	6.000000	0.034341	17.064645	4.000000	0.013723	0.307192	1.000000	0.014735	0.159241	1.000000	0.029055	16.418231	6.000000	0.039184	2.961387	4.000000	0.024890	19.101120	6.000000	87.309368
21	1	93.132962	72.659673	41.340002	0.364913	0.198944	0.203295	3.829369	5.000000	0.018952	3.389768	6.000000	0.010048	2.293209	4.000000	0.056232	1.912065	6.000000	0.011176	3.710478	4.000000	0.068598	17.236824	5.000000	0.016887	3.459681	2.000000	0.013500	18.549480	3.000000	18.966608
22	2	70.978079	58.384507	77.506940	0.606567	0.485757	0.544577	1.093561	3.000000	0.025888	2.205395	5.000000	0.031621	9.388843	6.000000	0.022208	2.366480	1.000000	0.014854	1.470680	4.000000	0.271689	15.660488	4.000000	0.073469	0.431778	3.000000	0.014145	1.447361	5.000000	86.811457
23	1	59.239745	48.922039	2.584286	0.126515	0.383430	0.709922	0.470122	3.000000	0.014057	0.669291	5.000000	0.010495	8.868611	1.000000	0.022449	1.451655	2.000000	0.011264	0.541589	4.000000	0.073831	8.013811	3.000000	0.020394	2.103897	3.000000	0.010444	11.454703	1.000000	64.975866
24	1	3.950596	51.094616	88.364988	0.635357	0.706946	0.855576	2.967648	6.000000	0.024113	3.322525	2.000000	0.061878	1.122112	4.000000	0.036179	1.845878	1.000000	0.016544	2.300262	6.000000	0.017296	6.578779	3.000000	0.012640	3.151578	3.000000	0.011076	17.934396	4.000000	17.885485
25	2	54.433231	13.099282	12.650324	0.842092	0.259768	0.106328	3.857153	6.000000	0.011588	3.916328	1.000000	0.017795	16.005429	2.000000	0.875611	2.846506	5.000000	0.014821	0.731184	6.000000	0.010440	9.841982	1.000000	0.017194	3.414152	2.000000	0.016989	13.553889	3.000000	54.845708
26	2	36.877494	88.335446	35.045707	0.755643	0.401609	0.526270	0.439472	4.000000	0.015014	3.589754	3.000000	0.024061	7.702185	6.000000	0.015086	1.442647	6.000000	0.012010	1.534722	3.000000	0.015970	4.469737	1.000000	0.012260	2.276867	3.000000	0.022066	7.241568	5.000000	53.182201
27	2	82.485726	77.057074	37.651997	0.898217	0.720453	0.447407	0.781778	3.000000	0.019271	1.955796	1.000000	0.026990	2.044523	2.000000	0.014772	3.614935	5.000000	0.021176	3.779086	5.000000	0.031356	3.316498	6.000000	0.087077	1.031075	1.000000	0.097032	9.932645	4.000000	86.614963
28	1	6.305399	42.515142	13.830301	0.488095	0.978583	0.814062	1.865478	2.000000	0.023290	1.281575	6.000000	0.015796	18.944978	5.000000	0.037415	1.443035	2.000000	0.087830	3.982006	6.000000	0.011160	1.465078	4.000000	0.019286	3.275182	3.000000	0.050894	9.573252	5.000000	85.566384
29	2	91.749758	63.153089	48.504274	0.562535	0.286990	0.845089	1.969265	3.000000	0.030746	0.972809	3.000000	0.028092	4.236209	4.000000	0.015969	1.231756	5.000000	0.013122	0.117856	3.000000	0.015039	1.427685	6.000000	0.017524	3.515237	6.000000	0.015139	5.642364	6.000000	69.050859
30	1	85.370974	99.069534	26.916497	0.215450	0.819888	0.473614	2.306117	3.000000	0.010167	0.555469	3.000000	0.054975	1.263971	2.000000	0.011212	1.038219	1.000000	0.024923	2.148338	3.000000	0.022521	2.294791	5.000000	0.012878	1.388121	6.000000	0.014858	3.471647	4.000000	53.172557
31	2	66.568228	88.835825	28.319133	0.137907	0.947937	0.521521	0.606950	5.000000	0.012739	3.315415	4.000000	0.012586	3.632615	1.000000	0.011397	2.873894	4.000000	0.053941	1.607371	6.000000	0.010038	19.285949	1.000000	0.052580	2.140662	5.000000	0.022694	4.619841	1.000000	41.062414
32	1	6.227371	42.080375	97.241515	0.302000	0.794887	0.824009	2.245215	5.000000	0.032267	0.246333	4.000000	0.248185	15.851409	3.000000	0.013335	3.492931	5.000000	0.026684	3.011952	1.000000	0.011015	10.330829	3.000000	0.014038	1.947457	2.000000	0.059193	1.932245	3.000000	81.374015
